ni	xi
607	10
425	2
300	5
416	7
561	12
652	14
281	4
552	6
209	3
635	15
645	5
661	12
511	11
629	19
582	6
511	7
620	7
603	11
494	4
657	14
267	2
182	2
467	11
662	5
589	5
309	9
749	20
347	9
626	9
305	5
327	9
552	5
459	5
644	4
592	6
603	7
249	2
304	2
524	2
688	8
406	3
451	2
141	0
633	7
404	2
558	2
260	2
442	3
457	8
639	8
349	7
214	1
496	7
635	8
640	5
617	7
620	14
577	12
612	6
690	12
453	4
599	10
611	8
600	3
161	0
614	13
370	3
571	2
624	2
453	3
659	14
481	7
577	3
494	5
642	3
435	5
580	6
388	5
614	3
538	8
595	7
101	0
115	0
338	2
617	8
192	2
465	1
572	3
513	2
530	6
614	4
641	4
623	7
579	2
705	11
532	10
621	9
551	2
567	3
599	8
610	7
227	5
259	1
661	15
167	3
628	7
633	2
603	7
258	3
383	6
666	8
630	10
555	3
750	11
319	6
230	7
609	13
545	5
592	12
571	5
159	0
578	4
619	13
750	8
642	6
408	6
485	4
571	7
174	1
268	4
223	0
623	8
656	10
136	2
508	6
356	4
594	9
513	5
659	13
669	1
522	5
280	5
662	10
583	9
587	10
649	12
235	4
678	7
566	5
545	5
487	3
593	6
596	3
636	7
596	13
328	6
594	2
326	5
622	4
588	10
542	4
620	10
422	5
675	6
267	2
164	0
583	8
600	4
618	10
391	9
577	4
749	4
245	2
620	11
662	5
639	9
371	5
150	3
750	16
282	5
575	8
683	4
396	16
710	6
228	4
282	6
413	8
206	2
578	2
431	6
648	11
611	14
233	1
628	4
642	9
299	7
696	15
429	6
422	3
701	9
491	6
332	3
601	5
278	5
602	4
618	4
543	6
624	11
654	9
477	20
265	4
157	2
164	3
245	1
317	11
676	6
717	5
336	3
295	5
257	2
566	7
656	15
750	7
424	7
590	11
567	20
182	2
255	1
475	11
295	3
656	9
744	10
644	7
577	4
750	13
725	7
424	14
382	3
416	2
332	3
278	0
552	10
684	8
558	6
296	1
627	4
652	1
241	7
246	2
614	4
614	3
610	10
322	5
651	9
640	10
572	14
248	4
593	3
505	6
232	1
661	9
342	7
619	10
639	3
448	5
603	5
586	3
635	16
608	6
245	4
188	3
465	14
572	7
169	2
535	4
467	3
636	5
579	7
454	5
580	7
588	13
589	12
371	4
608	1
396	6
556	1
411	5
609	2
665	7
482	4
101	1
636	9
616	7
600	11
287	5
261	5
463	3
569	6
625	9
625	10
574	4
620	4
620	4
296	1
562	8
585	6
604	3
562	2
579	6
214	2
577	16
625	13
475	4
426	6
604	1
580	5
163	0
587	12
613	3
596	4
734	11
608	5
185	0
315	3
604	6
650	6
489	4
485	8
668	10
577	12
626	8
570	5
661	7
202	0
641	8
666	2
356	2
557	4
528	6
664	6
406	4
672	11
574	8
296	4
621	5
378	5
706	5
342	1
262	4
500	7
131	1
535	5
603	4
514	12
431	4
748	7
568	7
517	12
555	7
566	10
437	7
641	3
518	7
411	2
613	6
444	5
554	1
602	4
633	4
640	10
355	1
593	7
604	6
294	2
638	5
562	14
673	16
603	10
507	8
344	10
719	7
612	6
149	0
324	3
383	1
233	1
608	4
417	3
512	8
481	4
219	1
675	8
158	1
647	6
702	4
262	0
457	6
613	0
656	4
363	1
604	8
221	3
646	4
750	4
538	7
600	7
543	4
631	4
512	7
485	4
540	7
615	7
295	5
579	8
252	3
628	3
249	3
630	3
567	8
389	6
419	2
399	5
499	8
672	10
473	5
427	6
546	6
535	10
644	6
631	8
701	11
606	4
750	11
682	8
289	7
651	5
120	2
318	2
122	6
200	3
607	8
646	7
290	3
678	7
749	8
337	1
190	2
598	11
617	3
628	9
164	4
466	5
580	6
246	2
610	5
616	4
394	3
600	8
616	8
438	6
651	7
638	6
495	5
436	1
578	8
107	0
654	7
750	12
609	13
594	1
317	1
606	7
447	2
601	4
561	11
554	9
553	7
492	6
668	14
170	3
566	5
624	8
346	3
508	3
590	5
656	8
159	3
228	1
648	9
609	9
346	3
652	7
589	4
651	12
458	5
598	8
590	7
682	7
376	1
420	3
650	6
583	9
624	3
280	2
539	10
553	6
451	3
241	2
586	2
273	5
311	4
493	8
212	2
613	8
300	4
249	0
347	5
461	7
600	8
572	8
571	4
749	7
607	7
638	7
696	12
651	5
543	6
628	10
462	5
183	6
438	3
564	8
573	4
567	6
645	9
627	11
661	5
454	4
615	5
297	3
386	7
640	6
696	7
525	5
590	10
325	1
637	15
240	4
374	2
643	9
534	5
587	7
691	10
667	8
390	3
385	3
601	6
684	8
614	3
238	3
637	16
624	10
602	4
493	3
237	1
533	18
603	12
418	7
564	3
283	5
614	9
309	2
638	8
237	2
722	6
657	4
630	8
300	6
661	5
598	6
447	4
627	8
120	2
609	7
615	12
626	7
453	9
596	4
558	5
619	20
526	4
599	20
680	11
606	5
565	3
216	3
608	9
541	9
653	5
169	0
245	5
392	8
580	4
114	3
155	1
638	9
510	8
390	6
333	4
489	5
565	8
208	1
242	5
554	9
716	8
495	5
622	3
586	10
425	5
472	10
195	1
630	9
581	6
582	6
225	5
692	12
456	10
560	6
452	4
617	13
623	18
652	14
226	2
482	4
524	6
304	4
570	10
637	7
503	4
640	6
603	6
364	5
517	10
610	11
656	11
139	2
545	2
541	3
600	10
444	3
240	3
336	6
633	3
584	8
227	1
221	5
448	7
396	3
301	1
182	3
506	3
512	6
609	4
592	10
710	14
316	1
594	11
531	7
535	6
694	8
478	17
687	11
394	5
611	12
633	19
541	6
545	10
597	19
616	9
586	12
642	16
698	8
616	3
537	6
735	2
624	10
563	6
524	7
600	16
132	2
614	2
611	10
604	10
198	2
487	13
296	13
707	24
357	6
213	4
383	12
323	5
598	9
455	6
510	8
572	23
483	10
540	12
242	4
601	24
464	13
430	10
748	20
529	7
503	8
568	10
442	7
608	31
395	10
112	4
660	19
492	5
601	11
583	14
444	9
651	18
736	13
534	9
605	6
296	14
600	4
553	8
680	9
475	17
194	8
588	6
623	16
323	7
474	6
542	7
614	11
639	21
611	14
289	8
276	4
347	12
227	5
260	4
504	16
523	6
654	13
556	18
209	1
613	11
627	5
476	2
500	7
218	3
582	9
315	8
618	13
608	10
623	18
330	9
647	8
641	6
638	13
436	6
650	5
564	11
712	11
688	16
241	4
599	6
589	6
548	8
294	4
541	6
655	17
493	8
512	12
664	10
602	10
542	19
522	0
628	7
659	15
661	15
681	10
572	5
611	15
588	5
650	7
552	9
646	15
460	10
689	5
609	3
404	5
464	5
624	0
607	4
625	6
736	15
595	2
678	6
420	4
636	2
576	5
335	3
249	3
534	8
603	7
638	18
307	6
340	4
300	3
685	14
632	10
628	10
120	1
605	5
623	3
448	4
368	2
561	7
566	7
584	7
593	5
566	8
326	1
593	8
662	11
562	5
348	3
576	7
390	10
576	5
619	9
660	9
179	4
623	15
282	4
594	5
376	3
482	3
667	8
491	8
243	5
133	1
576	7
549	2
696	3
252	1
560	13
134	1
637	6
553	7
492	6
644	5
551	2
587	8
364	3
599	14
526	5
582	5
314	3
127	1
411	2
686	8
530	0
279	6
299	1
257	1
607	7
622	12
535	4
177	4
721	6
597	8
608	12
646	9
696	10
612	7
641	4
504	11
336	1
556	5
470	11
543	10
502	7
381	4
626	13
663	12
593	3
167	0
496	13
542	4
607	12
345	3
607	13
470	7
562	8
595	6
580	8
377	4
630	1
611	4
231	0
586	8
577	4
506	3
587	6
461	5
626	3
662	9
286	0
432	1
651	9
101	1
572	16
586	15
669	14
408	7
662	9
287	1
257	1
643	5
151	1
583	6
624	5
561	5
409	3
605	6
394	5
299	5
608	5
552	6
400	9
598	4
629	9
521	4
518	7
627	7
669	9
624	6
661	3
469	3
442	2
601	10
634	10
535	8
581	7
372	2
671	4
449	4
332	1
202	5
507	5
746	5
695	17
592	5
590	7
639	10
433	7
628	6
246	5
479	6
747	9
616	14
206	3
748	11
525	4
377	5
542	9
168	0
599	4
622	11
660	3
574	5
682	19
598	5
696	5
623	4
546	2
541	4
606	16
163	2
216	1
175	3
425	9
543	1
601	8
365	1
150	0
151	3
620	9
389	4
321	5
750	19
553	10
577	6
588	9
750	5
405	5
617	9
671	7
287	6
598	10
415	3
249	4
365	9
170	0
640	6
482	3
605	10
625	5
579	6
631	14
592	7
405	7
714	6
158	2
564	4
569	2
636	10
340	3
631	15
408	0
640	10
588	13
594	6
665	10
656	13
469	7
611	8
371	6
386	4
554	19
571	6
459	11
634	10
637	7
236	2
750	6
437	9
309	7
150	0
489	6
646	7
194	0
372	4
606	5
292	5
598	11
608	4
291	1
547	4
585	10
432	3
531	10
238	6
397	9
495	6
672	3
632	3
307	4
342	4
641	13
749	7
632	9
514	10
580	9
559	8
686	9
555	7
630	9
633	18
519	6
215	0
531	3
359	10
662	7
327	3
636	10
548	12
596	10
213	1
638	7
676	10
650	15
213	3
648	9
583	11
583	7
554	6
673	8
250	4
673	10
583	4
588	2
332	5
687	3
536	9
238	3
442	6
374	8
619	6
575	4
411	4
687	7
492	3
361	3
285	7
143	0
464	8
588	6
150	2
602	3
634	4
576	4
608	8
117	1
607	15
616	4
587	10
712	12
303	2
287	3
685	9
468	6
386	2
603	8
409	5
458	4
644	13
304	6
641	5
516	11
222	3
625	6
703	5
603	8
491	4
625	10
614	15
247	1
597	3
728	3
300	4
562	8
311	1
451	5
501	6
365	2
400	2
593	6
494	6
627	2
630	4
419	1
277	0
540	7
424	1
202	1
419	11
358	4
623	10
340	6
323	5
685	10
144	2
664	5
396	2
579	1
609	4
607	14
600	8
670	12
545	16
682	10
433	5
660	3
397	3
656	5
632	10
635	15
413	6
648	18
678	14
365	2
435	8
570	5
296	6
623	6
542	6
594	9
657	9
463	5
553	6
524	2
573	5
607	12
408	1
708	9
532	4
645	1
656	7
629	6
499	6
408	6
591	7
615	1
582	6
704	9
146	3
313	2
637	10
379	3
660	11
612	9
572	3
623	11
748	7
354	2
424	9
488	1
482	3
626	2
582	11
647	4
617	15
483	4
195	1
604	7
602	7
572	7
576	2
379	4
590	4
589	8
616	7
568	6
402	1
465	1
375	7
678	5
671	3
676	13
656	3
493	3
688	4
606	5
333	3
281	3
743	14
301	1
362	8
603	9
607	5
500	11
466	2
173	3
167	1
494	5
589	4
663	4
452	5
548	4
407	6
325	1
644	9
517	4
358	8
482	5
531	9
599	7
447	1
667	5
290	1
599	8
661	13
239	1
308	2
413	6
597	7
630	5
620	4
540	1
321	1
354	3
374	4
580	10
487	2
495	7
482	3
599	5
602	12
404	6
425	3
553	1
513	5
632	3
602	4
547	3
437	6
567	5
279	1
554	8
613	6
559	9
615	7
620	13
409	7
355	8
398	3
618	9
636	8
470	6
362	6
679	4
590	16
552	6
618	6
594	7
639	12
545	8
589	5
631	11
133	2
750	5
376	2
652	7
606	4
526	7
593	3
117	1
684	11
461	4
127	1
627	14
610	8
625	6
447	2
626	7
461	2
591	6
659	2
615	12
628	9
601	6
275	4
216	4
594	12
551	10
713	8
532	15
264	1
630	8
362	8
592	8
625	2
117	1
638	4
338	3
599	8
228	4
606	9
586	8
347	8
585	11
605	6
658	11
621	9
509	7
683	8
532	3
346	2
228	2
223	2
634	10
603	12
598	5
588	1
616	6
640	8
443	1
286	6
489	4
258	1
579	6
173	0
498	3
641	9
177	2
130	1
656	14
582	10
627	10
652	9
606	6
645	10
616	5
509	10
241	5
652	11
615	4
600	2
629	8
285	4
600	5
413	13
222	6
609	5
185	2
475	4
431	5
580	4
593	10
515	3
660	5
660	9
469	5
262	3
591	4
585	6
136	2
370	4
649	8
605	10
118	0
553	8
181	5
632	7
538	8
492	9
555	6
267	4
614	10
432	2
575	4
747	10
416	4
205	0
446	6
592	5
643	5
626	6
349	2
597	2
614	8
615	6
683	11
224	2
343	2
519	10
607	6
676	11
542	7
307	5
719	9
632	5
532	4
670	13
604	8
573	9
683	13
620	4
667	11
547	3
566	12
485	9
647	4
643	2
581	8
441	4
675	5
691	12
669	7
518	6
538	5
639	7
576	9
656	14
419	5
500	4
309	1
520	6
750	10
306	4
636	13
172	2
265	5
495	7
462	4
571	9
712	3
593	11
299	5
631	5
628	7
608	8
321	5
321	3
418	3
658	8
225	0
598	10
617	5
658	7
631	7
404	6
469	9
303	4
635	5
221	4
665	14
515	9
568	8
124	4
522	4
433	4
467	11
570	9
216	3
539	8
598	7
711	12
446	5
645	9
599	6
616	12
574	2
615	15
495	6
611	7
539	8
455	8
522	5
427	2
594	17
639	3
602	8
599	8
633	13
624	2
471	12
311	2
630	14
435	5
625	8
288	1
373	6
611	10
548	2
577	5
545	1
536	9
390	4
511	12
671	10
472	5
503	7
433	3
557	14
597	8
415	3
599	11
284	4
520	14
268	0
499	13
560	8
228	1
245	4
519	10
133	0
362	1
680	3
626	7
235	4
531	10
646	9
639	8
646	9
234	1
512	7
597	6
541	1
215	2
704	12
428	5
342	10
504	8
384	10
500	13
608	10
553	2
750	21
665	11
532	7
198	9
565	4
618	6
659	7
148	3
318	6
389	7
196	2
466	6
658	10
570	8
496	6
623	9
750	6
719	10
629	9
576	6
584	11
661	7
452	8
694	14
134	0
575	10
596	4
319	9
567	8
595	10
644	8
675	20
681	8
235	5
201	0
685	9
574	6
248	2
622	12
312	3
250	3
506	6
319	2
433	5
335	9
673	9
200	2
701	9
458	8
397	6
635	5
674	8
443	6
380	5
149	3
516	5
628	7
483	6
178	0
727	7
664	17
595	9
132	3
342	3
638	10
448	9
156	2
538	10
599	2
665	13
665	11
749	7
611	14
606	5
532	30
414	8
554	9
404	6
475	9
462	8
645	5
598	12
349	6
585	1
435	3
575	7
596	6
740	4
135	0
600	8
348	6
413	3
580	9
629	8
679	7
197	3
669	8
655	12
345	8
517	5
263	8
260	2
559	10
560	3
452	7
550	11
640	6
550	1
587	11
494	5
456	9
263	2
485	9
171	0
589	6
598	4
431	7
632	7
288	2
559	10
603	8
652	6
434	2
398	2
390	5
649	9
532	8
636	4
560	10
662	6
574	10
575	11
542	13
511	11
404	6
429	4
616	12
627	6
222	5
277	4
606	5
570	5
312	2
551	6
750	8
195	0
481	5
725	13
701	17
473	8
627	4
377	4
750	3
443	4
586	6
429	7
366	6
538	5
119	1
588	2
628	3
520	3
605	14
539	5
550	8
612	8
195	3
613	15
334	4
386	7
588	10
633	9
673	11
284	5
587	9
578	1
636	10
626	4
671	3
513	5
535	7
337	2
619	9
642	5
624	5
135	0
338	7
635	3
407	5
655	14
233	2
654	13
353	9
472	10
248	5
238	5
313	8
452	5
516	8
526	4
585	11
515	5
610	7
226	3
298	1
619	9
517	13
683	4
301	4
750	12
571	5
563	9
388	6
623	6
185	2
106	1
342	0
650	12
580	1
468	8
512	2
227	2
400	5
482	5
379	1
594	9
481	10
600	1
523	2
165	2
649	5
195	2
638	6
310	6
602	1
301	4
573	8
415	5
612	10
485	6
588	5
669	7
250	6
637	7
450	9
155	3
255	6
579	4
627	2
524	10
159	2
750	5
604	8
309	5
463	2
509	3
426	3
167	0
182	3
365	8
604	7
450	4
442	5
605	3
576	3
639	12
608	5
171	1
620	5
552	7
540	11
595	11
402	4
536	4
557	6
750	5
605	4
523	5
434	4
631	11
674	2
285	2
422	1
663	4
359	3
504	6
639	9
343	3
734	11
178	2
594	6
414	4
617	13
632	4
615	5
323	6
638	8
550	1
449	6
663	7
587	5
561	5
538	4
239	6
320	2
430	2
583	6
442	7
541	4
162	0
623	5
573	15
349	4
567	11
596	12
362	4
496	14
682	11
408	6
287	3
492	9
666	5
572	5
661	8
619	6
562	5
273	3
479	3
449	8
319	1
607	6
545	5
720	8
499	6
418	8
592	4
615	7
402	4
305	7
691	10
251	6
749	7
656	10
603	7
380	4
364	4
421	4
119	1
470	6
301	4
411	5
574	5
574	5
584	7
684	10
598	6
403	4
417	5
595	14
233	5
690	5
352	4
517	4
569	3
192	8
229	4
621	5
577	4
614	3
603	7
543	8
285	1
245	13
522	6
588	11
417	9
247	2
750	15
632	11
591	5
115	4
182	3
544	6
403	8
508	6
381	3
748	9
633	9
359	4
511	5
587	5
383	6
360	4
453	5
611	4
497	9
215	1
590	2
595	16
624	19
567	3
337	2
750	4
303	3
242	0
483	1
424	4
534	4
559	3
306	1
657	14
548	6
144	1
640	7
296	8
618	10
726	13
560	8
647	10
400	4
685	13
291	2
689	8
639	3
278	8
561	12
670	8
277	2
619	15
346	21
642	10
639	14
229	0
638	9
360	5
552	8
603	9
500	6
641	3
668	8
552	8
268	2
596	7
604	5
295	4
303	3
529	4
558	13
577	15
506	8
161	3
517	4
427	6
556	5
483	9
605	9
366	2
750	4
623	4
494	6
666	6
675	11
621	9
238	3
309	5
368	8
132	0
576	6
535	10
388	9
542	16
404	7
524	13
547	7
227	4
674	5
470	4
599	2
448	5
420	6
406	5
153	3
695	14
428	5
563	12
627	11
256	1
354	2
540	4
277	3
207	1
257	2
217	2
522	9
548	4
533	2
652	10
655	10
564	3
243	3
573	12
653	17
609	6
645	9
750	15
670	8
325	3
217	4
597	18
400	6
669	3
632	6
202	3
509	7
505	2
633	5
594	10
459	5
573	10
133	3
603	14
341	4
154	0
663	9
650	14
612	10
503	11
354	5
346	3
347	2
443	10
591	3
521	3
684	11
333	0
651	12
273	2
248	0
554	7
635	17
679	10
612	15
654	13
255	2
573	8
552	5
750	10
577	6
467	6
199	1
675	10
586	3
157	0
531	7
573	3
130	0
204	3
626	10
582	6
479	5
553	7
464	3
567	12
582	10
342	7
109	2
570	12
623	8
148	2
624	12
567	6
357	10
488	6
656	11
637	12
649	11
399	10
360	3
616	7
411	3
645	14
355	7
666	11
686	16
601	15
266	6
750	18
162	4
362	13
421	7
626	23
655	19
356	6
541	11
597	7
466	9
660	7
359	2
645	7
562	13
587	16
670	13
615	6
645	8
300	3
604	7
664	12
601	16
221	5
558	8
615	4
655	10
427	5
155	2
565	12
490	5
174	4
522	4
420	7
386	4
624	14
324	1
651	3
494	7
412	3
616	13
434	5
221	3
621	7
552	9
668	9
567	6
660	5
184	0
456	5
513	5
653	9
750	9
749	11
411	7
229	3
750	9
387	5
229	0
590	12
364	7
244	0
549	4
633	5
380	7
644	7
528	6
584	5
152	1
541	2
599	12
209	3
595	12
350	6
629	10
403	8
750	2
526	5
574	5
469	7
621	10
637	5
375	7
577	5
201	4
361	11
345	3
482	10
575	9
426	3
333	6
466	4
743	8
640	8
484	8
638	12
290	1
174	3
729	15
560	9
596	7
634	12
584	13
378	5
574	3
629	5
301	1
489	6
646	8
131	1
171	2
334	9
187	1
505	5
600	6
315	6
629	8
701	12
312	1
530	4
698	11
507	9
324	6
667	8
612	8
611	7
649	12
364	4
664	1
588	7
538	11
519	3
565	9
576	1
614	8
621	10
563	5
579	4
646	2
555	5
715	4
599	4
646	5
705	2
490	4
155	0
674	4
462	7
574	8
418	7
288	0
430	3
583	10
410	6
648	2
626	8
654	5
312	4
405	1
654	8
536	5
323	3
655	3
370	8
410	6
253	1
307	8
316	7
611	3
281	6
516	4
610	13
346	9
156	0
648	10
609	8
304	9
604	7
364	5
536	3
289	3
553	7
518	2
639	10
551	8
694	4
185	4
110	1
352	5
570	7
633	5
643	12
442	5
166	4
140	2
595	6
160	3
458	3
188	3
149	2
412	5
654	4
615	5
405	3
628	6
661	13
476	11
646	7
686	17
572	13
571	4
636	11
658	7
408	12
642	5
591	2
259	3
269	3
426	2
610	0
208	1
600	8
550	9
272	1
585	2
501	9
554	5
642	12
294	4
463	11
558	7
227	2
633	9
642	5
655	13
371	3
558	7
573	13
429	14
611	7
235	3
643	5
599	9
337	3
186	1
718	8
640	5
497	1
610	10
493	5
660	12
165	1
548	9
396	8
358	1
487	6
601	8
187	1
690	14
516	13
615	9
670	10
513	4
490	4
641	6
590	5
674	2
310	3
463	6
652	5
224	2
547	10
658	7
273	0
619	16
620	5
486	4
635	2
593	4
570	3
615	7
486	11
392	7
656	11
588	4
310	4
681	3
750	12
471	1
580	5
621	9
679	3
594	3
572	3
148	2
296	1
525	3
482	1
648	5
641	4
560	7
547	4
616	5
586	11
614	7
605	4
699	5
628	6
423	2
283	3
589	7
259	3
637	4
556	3
401	2
628	3
712	7
563	8
602	3
205	3
398	8
564	13
400	4
339	7
499	3
582	4
604	5
577	7
505	4
608	5
554	3
601	3
275	0
620	10
629	8
643	13
431	6
305	0
569	2
472	7
722	13
618	4
428	2
622	7
621	5
691	8
381	5
403	3
432	2
749	4
244	4
472	5
610	5
669	9
681	8
577	6
620	12
581	5
625	4
692	6
589	11
647	11
550	1
606	3
624	5
596	6
667	4
495	8
394	3
283	2
578	8
634	6
614	2
213	6
392	8
580	11
423	9
264	3
513	8
652	8
638	4
356	4
552	7
546	7
572	10
594	7
427	5
386	4
293	3
354	6
750	7
649	22
330	8
375	8
660	14
659	8
656	9
579	5
411	12
315	9
646	7
349	4
535	5
530	8
564	6
567	4
672	8
626	10
480	10
427	3
676	2
618	12
569	6
355	6
699	6
366	5
321	2
191	1
531	3
568	2
611	11
253	3
580	6
621	5
535	7
498	8
361	6
525	8
215	0
204	0
523	4
450	5
245	3
310	1
670	2
534	8
317	5
510	13
598	5
675	7
354	2
607	6
571	5
488	9
473	2
576	7
482	8
580	2
220	3
523	3
598	3
434	3
474	5
610	4
570	4
522	8
436	7
670	6
307	6
567	6
544	1
596	3
561	5
566	13
547	3
231	1
557	7
544	6
611	6
573	14
652	0
671	5
199	1
141	3
344	3
642	2
487	5
345	6
506	5
568	2
325	2
534	5
750	4
539	6
405	0
589	7
678	7
540	6
562	11
162	4
586	6
596	6
431	10
396	9
611	9
575	13
533	5
433	3
557	13
688	6
660	11
369	9
330	8
490	4
477	9
621	9
664	11
587	10
616	10
165	2
280	9
566	5
516	9
652	13
643	2
637	11
538	2
677	8
405	11
497	11
627	9
323	7
519	11
387	3
328	4
589	6
557	7
617	8
569	9
573	13
528	12
621	4
419	2
623	4
577	4
659	5
624	7
440	3
600	6
598	10
302	2
631	8
654	8
615	4
569	9
704	7
694	6
612	4
475	4
551	7
300	2
609	11
318	7
596	4
749	9
592	3
627	6
599	3
497	1
590	8
472	3
618	1
594	7
684	9
641	5
268	7
567	4
641	4
486	2
563	9
200	4
578	4
583	9
585	7
681	7
750	6
595	6
625	5
601	4
471	1
169	2
395	9
440	10
477	3
453	9
742	22
611	6
583	9
750	6
589	0
608	9
665	5
680	19
619	9
664	9
120	3
556	2
750	3
517	5
500	4
554	5
655	10
132	0
622	9
498	5
646	3
674	5
674	11
511	4
363	5
659	6
584	11
517	4
259	3
595	13
342	6
647	15
750	15
555	15
639	10
222	5
281	5
620	9
619	10
650	12
595	11
680	12
728	11
636	11
536	7
467	3
663	14
426	9
461	8
308	2
345	6
567	9
104	0
509	9
268	2
359	5
648	6
540	8
583	9
356	4
606	9
651	11
648	2
386	5
679	5
563	10
395	7
597	11
619	14
194	0
605	14
610	16
606	8
618	7
428	6
659	19
579	11
583	4
620	12
501	11
335	6
471	12
555	7
621	2
163	4
438	10
656	9
436	9
675	23
574	10
483	6
612	8
483	6
661	2
652	15
612	5
365	3
585	4
292	4
601	6
339	3
107	3
620	4
734	10
507	5
615	11
618	10
322	1
618	5
330	1
583	5
661	4
368	1
529	10
357	5
609	4
630	9
619	10
549	9
646	8
437	9
686	10
633	8
475	6
714	9
351	2
611	6
275	2
668	9
386	7
601	4
586	6
206	3
665	3
561	6
602	7
649	1
556	8
572	3
555	2
565	5
626	4
747	14
627	9
485	3
656	12
470	5
274	5
655	7
558	3
640	3
431	13
239	2
551	9
431	5
614	7
382	10
750	12
560	8
576	6
424	6
258	4
619	17
650	12
307	9
559	9
647	8
326	6
490	7
198	1
518	15
616	8
313	3
555	7
596	14
274	4
482	6
672	18
219	7
347	3
538	7
475	6
446	5
321	5
516	5
642	11
544	8
444	6
580	9
520	5
541	6
639	0
643	4
382	2
345	5
309	4
656	5
686	6
531	2
459	4
284	2
395	3
575	7
602	4
588	4
620	4
194	4
215	4
750	15
630	5
608	12
537	7
618	7
560	10
689	12
464	5
461	4
390	8
488	0
365	2
623	3
594	5
559	13
489	5
332	7
571	4
580	5
428	4
530	3
373	4
591	7
362	3
479	8
691	11
582	9
210	2
591	11
678	5
605	5
648	12
626	4
276	1
635	3
648	7
651	14
516	10
656	8
643	5
631	9
562	9
647	6
509	3
573	7
546	5
604	9
615	14
522	10
532	12
380	6
191	1
577	4
616	6
559	1
329	5
667	11
582	5
574	9
566	3
598	11
638	2
178	4
711	15
263	6
292	3
611	5
545	10
645	3
105	2
351	6
614	3
544	7
595	7
262	2
582	4
619	12
157	1
567	4
145	4
214	7
649	13
139	2
640	11
664	6
392	7
570	13
513	6
633	6
595	8
560	2
581	5
606	4
395	5
291	2
362	3
368	2
651	14
160	9
502	5
582	3
454	6
566	3
399	4
556	5
543	10
289	4
585	10
555	7
602	8
346	3
538	7
547	13
562	3
574	8
134	1
434	3
179	2
526	12
591	10
330	1
738	7
495	6
311	3
552	10
522	7
626	13
601	4
282	1
577	5
410	1
187	2
394	7
574	7
257	5
661	6
611	6
619	3
405	6
549	1
242	4
647	12
570	7
326	4
526	5
675	3
661	2
448	3
144	0
351	2
155	1
538	3
347	3
474	2
616	3
626	5
594	5
477	6
338	3
538	6
286	1
359	2
268	2
181	1
230	3
359	2
155	2
665	5
750	16
480	9
568	13
112	1
311	1
225	0
295	4
289	3
625	4
609	9
552	7
473	2
578	5
590	2
724	15
199	2
410	4
681	5
697	14
318	4
664	4
650	6
310	2
442	8
401	4
451	5
563	5
362	2
490	4
550	6
634	7
241	1
501	6
599	12
568	5
330	5
496	10
378	1
229	3
249	0
675	12
342	7
656	12
600	7
596	13
488	12
456	7
652	9
626	12
562	8
582	12
297	0
348	1
448	5
469	7
355	6
582	10
628	6
127	1
652	15
620	13
573	4
646	13
363	1
590	4
596	4
602	5
260	3
295	0
191	5
134	1
481	5
467	10
367	2
448	4
635	13
122	2
623	17
629	3
571	4
750	8
566	8
570	12
508	11
325	1
424	6
599	6
709	9
481	8
535	15
363	3
108	3
613	8
603	7
697	4
687	2
223	4
593	6
438	1
535	12
190	0
250	3
592	5
748	12
601	8
687	5
422	1
631	7
573	4
328	3
506	2
614	2
687	14
265	1
670	9
489	7
409	1
311	5
508	7
695	8
156	4
583	22
576	5
140	4
193	1
404	2
628	8
653	5
413	16
497	9
517	4
560	5
638	4
530	12
610	13
570	11
623	16
671	7
636	9
617	10
387	12
466	5
533	6
580	10
680	3
578	10
437	5
582	5
526	11
747	8
305	2
576	5
310	8
437	3
639	5
629	7
605	9
685	11
677	18
545	4
499	2
425	4
231	10
563	9
570	8
200	7
589	8
345	3
562	8
275	2
604	11
584	5
626	10
638	6
634	8
571	6
610	6
452	5
346	3
316	4
435	8
242	5
461	2
643	13
484	4
560	6
462	9
362	7
692	9
663	15
481	3
749	7
598	12
749	11
284	1
675	3
404	10
583	9
627	6
530	1
492	2
342	6
449	7
171	2
598	5
474	1
426	5
592	10
750	10
346	4
246	1
601	4
584	15
337	5
321	12
515	4
380	3
654	5
579	7
430	5
459	10
469	6
632	3
280	2
426	6
653	9
212	1
582	6
671	7
574	19
634	7
663	8
589	5
628	8
626	8
579	2
601	8
633	3
732	5
333	1
303	6
489	6
580	6
653	4
584	13
566	10
566	10
602	14
634	8
309	2
384	6
652	12
479	4
443	12
582	6
595	7
285	2
365	6
568	5
750	6
363	9
747	9
562	10
635	6
527	7
622	11
518	11
686	4
607	11
559	11
497	0
666	7
623	5
125	0
141	2
663	6
415	2
705	4
199	3
625	10
582	6
613	10
615	7
534	6
437	7
673	8
651	3
581	14
594	7
597	5
569	1
609	11
486	10
206	2
644	1
469	5
543	10
601	6
258	1
150	3
722	7
587	7
317	5
598	5
388	5
611	3
635	8
532	4
650	6
359	2
441	5
672	9
345	5
593	10
339	10
537	8
647	5
595	14
650	5
626	9
593	9
576	2
497	8
425	3
281	3
638	7
594	11
634	8
544	7
676	10
426	6
597	2
506	1
599	4
679	13
656	10
616	17
125	3
292	11
396	2
367	5
665	17
656	7
610	6
512	8
374	3
656	9
586	7
629	7
639	11
648	7
636	12
302	3
748	14
413	2
